Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Spanish norms for affective and lexico-semantic variables for 1,400 words","Behavior Research Methods","","48","4","10.3758/s13428-015-0684-y","Marc GuaschPilar FerréIsabel Fraga","2016","http://link.springer.com/article/10.3758/s13428-015-0684-y","Article"
"Rated age-of-acquisition norms for over 3,200 German words","Behavior Research Methods","","49","2","10.3758/s13428-016-0718-0","Julia M. H. BirchenoughRobert DaviesVincent Connelly","2017","http://link.springer.com/article/10.3758/s13428-016-0718-0","Article"
"Descriptive norms for 245 Italian idiomatic expressions","Behavior Research Methods","","43","1","10.3758/s13428-010-0018-z","Patrizia TabossiLisa ArduinoRachele Fanari","2011","http://link.springer.com/article/10.3758/s13428-010-0018-z","Article"
"Age of acquisition and imageability norms for base and morphologically complex words in English and in Spanish","Behavior Research Methods","","48","1","10.3758/s13428-015-0579-y","Shakiela K. DaviesCristina IzuraRosy SocasAlberto Dominguez","2016","http://link.springer.com/article/10.3758/s13428-015-0579-y","Article"
"When emotions are expressed figuratively: Psycholinguistic and Affective Norms of 619 Idioms for German (PANIG)","Behavior Research Methods","","48","1","10.3758/s13428-015-0581-4","Francesca M. M. CitronCristina CacciariMichael KucharskiLuna BeckMarkus ConradArthur M. Jacobs","2016","http://link.springer.com/article/10.3758/s13428-015-0581-4","Article"
"Norms of valence, arousal, concreteness, familiarity, imageability, and context availability for 1,100 Chinese words","Behavior Research Methods","","49","4","10.3758/s13428-016-0793-2","Zhao YaoJia WuYanyan ZhangZhenhong Wang","2017","http://link.springer.com/article/10.3758/s13428-016-0793-2","Article"
"Cross-linguistic similarity norms for Japanese–English translation equivalents","Behavior Research Methods","","46","2","10.3758/s13428-013-0389-z","David AllenKathy Conklin","2014","http://link.springer.com/article/10.3758/s13428-013-0389-z","Article"
"Norms on the gender perception of role nouns in Czech, English, French, German, Italian, Norwegian, and Slovak","Behavior Research Methods","","46","3","10.3758/s13428-013-0409-z","Julia MiserskyPascal M. GygaxPaolo CanalUte GabrielAlan GarnhamFriederike BraunTania ChiariniKjellrun EnglundAdriana HanulikovaAnton ÖttlJana ValdrovaLisa Von StockhausenSabine Sczesny","2014","http://link.springer.com/article/10.3758/s13428-013-0409-z","Article"
"PiSCES: Pictures with social context and emotional scenes with norms for emotional valence, intensity, and social engagement","Behavior Research Methods","","50","5","10.3758/s13428-017-0947-x","Elizabeth J. TehMelvin J. YapSusan J. Rickard Liow","2018","http://link.springer.com/article/10.3758/s13428-017-0947-x","Article"
"CLAD: A corpus-derived Chinese Lexical Association Database","Behavior Research Methods","","51","5","10.3758/s13428-019-01208-2","Shu-Yen LinHsueh-Chih ChenTao-Hsing ChangWei-En LeeYao-Ting Sung","2019","http://link.springer.com/article/10.3758/s13428-019-01208-2","Article"
"Dutch norm data for 13 semantic categories and 338 exemplars","Behavior Research Methods, Instruments, & Computers","","36","3","10.3758/BF03195597","Wim RutsSimon De DeyneEef AmeelWolf VanpaemelTimothy VerbeemenGert Storms","2004","http://link.springer.com/article/10.3758/BF03195597","Article"
"The influence of place and time on lexical behavior: A distributional analysis","Behavior Research Methods","","","","10.3758/s13428-019-01289-z","Brendan T. JohnsRandall K. Jamieson","2019","http://link.springer.com/article/10.3758/s13428-019-01289-z","Article"
"A comparison of homonym meaning frequency estimates derived from movie and television subtitles, free association, and explicit ratings","Behavior Research Methods","","51","3","10.3758/s13428-018-1107-7","Caitlin A. RiceBarend BeekhuizenVladimir DubrovskySuzanne StevensonBlair C. Armstrong","2019","http://link.springer.com/article/10.3758/s13428-018-1107-7","Article"
"Type-based bigram frequencies for five-letter words","Behavior Research Methods, Instruments, & Computers","","36","3","10.3758/BF03195587","Laura R. NovickSteven J. Sherman","2004","http://link.springer.com/article/10.3758/BF03195587","Article"
"Usage frequencies of complement-taking verbs in Spanish and English: Data from Spanish monolinguals and Spanish—English bilinguals","Behavior Research Methods","","42","4","10.3758/BRM.42.4.1004","Paola E. DussiasAlejandra MarfulChip GerfenMaría Teresa Bajo Molina","2010","http://link.springer.com/article/10.3758/BRM.42.4.1004","Article"
"Imageability and distributional typicality measures of nouns and verbs in contemporary English","Behavior Research Methods, Instruments, & Computers","","31","4","10.3758/BF03200739","Christine ChiarelloConnie ShearsKevin Lund","1999","http://link.springer.com/article/10.3758/BF03200739","Article"
"Free associations and dominance ratings of homophones for young and older adults","Behavior Research Methods, Instruments, & Computers","","36","3","10.3758/BF03195589","Katherine K. WhiteLise Abrams","2004","http://link.springer.com/article/10.3758/BF03195589","Article"
"Multidimensional normative ratings for the International Affective Picture System","Behavior Research Methods","","39","2","10.3758/BF03193164","Terry M. LibkumanHajime OtaniRosalie KernSteven G. VigerNicole Novak","2007","http://link.springer.com/article/10.3758/BF03193164","Article"
"On the norming of homophones","Behavior Research Methods","","40","2","10.3758/BRM.40.2.522","David S. GorfeinKristin M. Weingartner","2008","http://link.springer.com/article/10.3758/BRM.40.2.522","Article"
"Historical evolution of concrete and abstract language revisited","Behavior Research Methods","","51","4","10.3758/s13428-018-1071-2","Bryor SnefjellaMichel GénéreuxVictor Kuperman","2019","http://link.springer.com/article/10.3758/s13428-018-1071-2","Article"
"Semantic properties, aptness, familiarity, conventionality, and interpretive diversity scores for 84 metaphors and similes","Behavior Research Methods","","47","3","10.3758/s13428-014-0502-y","Carlos RonceroRoberto G. de Almeida","2015","http://link.springer.com/article/10.3758/s13428-014-0502-y","Article"
"An efficient method for estimating semantic similarity based on feature overlap: Reliability and validity of semantic feature ratings","Behavior Research Methods","","38","1","10.3758/BF03192761","William S. MakiMarissa KrimskySol Muñoz","2006","http://link.springer.com/article/10.3758/BF03192761","Article"
"The representation of ontological category concepts as affected by healthy aging: Normative data and theoretical implications","Behavior Research Methods","","37","4","10.3758/BF03192731","Lorna I. MorrowM. Frances Duffy","2005","http://link.springer.com/article/10.3758/BF03192731","Article"
"The tool for the automatic analysis of lexical sophistication (TAALES): version 2.0","Behavior Research Methods","","50","3","10.3758/s13428-017-0924-4","Kristopher KyleScott CrossleyCynthia Berger","2018","http://link.springer.com/article/10.3758/s13428-017-0924-4","Article"
"Normative data for the 56 categories of Battig and Montague (1969) in Spanish","Behavior Research Methods","","47","3","10.3758/s13428-014-0513-8","Alejandra MarfulEmiliano DíezAngel Fernandez","2015","http://link.springer.com/article/10.3758/s13428-014-0513-8","Article"
"The role of variability in the property listing task","Behavior Research Methods","","50","3","10.3758/s13428-017-0920-8","Sergio E. ChaigneauEnrique CanessaCarlos BarraRodrigo Lagos","2018","http://link.springer.com/article/10.3758/s13428-017-0920-8","Article"
"Exemplar by feature applicability matrices and other Dutch normative data for semantic concepts","Behavior Research Methods","","40","4","10.3758/BRM.40.4.1030","Simon De DeyneSteven VerheyenEef AmeelWolf VanpaemelMatthew J. DryWouter VoorspoelsGert Storms","2008","http://link.springer.com/article/10.3758/BRM.40.4.1030","Article"
"Normative studies of six characteristics of our knowledge of common activities","Behavior Research Methods & Instrumentation","","15","3","10.3758/BF03203654","James A. Galambos","1983","http://link.springer.com/article/10.3758/BF03203654","Article"
"Category norm data and relationships with lexical frequency and typicality within verb semantic categories","Behavior Research Methods","","43","2","10.3758/s13428-010-0051-y","Christopher PlantJanet WebsterAnne Whitworth","2011","http://link.springer.com/article/10.3758/s13428-010-0051-y","Article"
"Improving confidence intervals for normed test scores: Include uncertainty due to sampling variability","Behavior Research Methods","","51","2","10.3758/s13428-018-1122-8","Lieke VonckenCasper J. AlbersMarieke E. Timmerman","2019","http://link.springer.com/article/10.3758/s13428-018-1122-8","Article"
"Validating an interlingual metanorm for emotional analysis of texts","Behavior Research Methods","","44","4","10.3758/s13428-012-0208-y","Nicolas LeveauSandra Jhean-LaroseGuy DenhièreBa-Linh Nguyen","2012","http://link.springer.com/article/10.3758/s13428-012-0208-y","Article"
"Meaningfulness (m′) values for 300 CCCs","Behavior Research Methods & Instrumentation","","9","5","10.3758/BF03202289","Karl Hunt","1977","http://link.springer.com/article/10.3758/BF03202289","Article"
"French normative data and naming times for action pictures","Behavior Research Methods, Instruments, & Computers","","36","3","10.3758/BF03195603","Valérie SchwitterBruno BoyerAlain MéotPatrick BoninMarina Laganaro","2004","http://link.springer.com/article/10.3758/BF03195603","Article"
"Age-of-acquisition and subjective frequency estimates for all generally known monosyllabic French words and their relation with other psycholinguistic variables","Behavior Research Methods","","40","4","10.3758/BRM.40.4.1049","Ludovic FerrandPatrick BoninAlain MéotMaria AugustinovaBoris NewChristophe PallierMarc Brysbaert","2008","http://link.springer.com/article/10.3758/BRM.40.4.1049","Article"
"Quantifying sensorimotor experience: Body–object interaction ratings for more than 9,000 English words","Behavior Research Methods","","51","2","10.3758/s13428-018-1171-z","Penny M. PexmanEmiko MurakiDavid M. SidhuPaul D. SiakalukMelvin J. Yap","2019","http://link.springer.com/article/10.3758/s13428-018-1171-z","Article"
"SUBTLEX-CAT: Subtitle word frequencies and contextual diversity for Catalan","Behavior Research Methods","","","","10.3758/s13428-019-01233-1","Roger BoadaMarc GuaschJuan HaroJosep DemestrePilar Ferré","2019","http://link.springer.com/article/10.3758/s13428-019-01233-1","Article"
"Sensory experience ratings for 5,500 Spanish words","Behavior Research Methods","","51","3","10.3758/s13428-018-1057-0","Antonio M. Díez-ÁlamoEmiliano DíezDominika Zofia WojcikMaría Angeles AlonsoAngel Fernandez","2019","http://link.springer.com/article/10.3758/s13428-018-1057-0","Article"
"A comparison of stimulus ratings made online and in person: Gender and method effects","Behavior Research Methods","","42","1","10.3758/BRM.42.1.273","Diana A. BarenboymLee H. WurmAnnmarie Cano","2010","http://link.springer.com/article/10.3758/BRM.42.1.273","Article"
"LAB: Linguistic Annotated Bibliography – a searchable portal for normed database information","Behavior Research Methods","","51","4","10.3758/s13428-018-1130-8","Erin M. BuchananK. D. ValentineNicholas P. Maxwell","2019","http://link.springer.com/article/10.3758/s13428-018-1130-8","Article"
"Picture naming in 3- to 8-year-old French children: Methodological considerations for name agreement","Behavior Research Methods","","37","3","10.3758/BF03192710","Christine CannardAgnès BlayeNelly ScheunerFrançoise Bonthoux","2005","http://link.springer.com/article/10.3758/BF03192710","Article"
"Early vocabulary inventory for Mandarin Chinese","Behavior Research Methods","","40","3","10.3758/BRM.40.3.728","Meiling HaoHua ShuAiling XingPing Li","2008","http://link.springer.com/article/10.3758/BRM.40.3.728","Article"
"Normative data for semantically associated Spanish word lists that create false memories","Behavior Research Methods","","37","4","10.3758/BF03192733","Jeffrey S. AnastasiAlicia De LeonMatthew G. Rhodes","2005","http://link.springer.com/article/10.3758/BF03192733","Article"
"Testing the cognitive relevance of a geometric model on a word association task: A comparison of humans, ACOM, and LSA","Behavior Research Methods","","40","4","10.3758/BRM.40.4.926","Hyngsuk JiBenoît LemaireHyunseung ChooSabine Ploux","2008","http://link.springer.com/article/10.3758/BRM.40.4.926","Article"
"Frequency of occurrence and concreteness ratings of homograph meanings","Behavior Research Methods & Instrumentation","","12","1","10.3758/BF03208319","Keith A. WollenSteven D. CoxMargaret M. CoahranDaniel S. SheaRobert F. Kirby","1980","http://link.springer.com/article/10.3758/BF03208319","Article"
"The role of number of items per trial in best–worst scaling experiments","Behavior Research Methods","","","","10.3758/s13428-019-01270-w","Geoff Hollis","2019","http://link.springer.com/article/10.3758/s13428-019-01270-w","Article"
"Measuring health beliefs on the Internet: A comparison of paper and Internet administrations of the Multidimensional Health Locus of Control Scale","Behavior Research Methods","","37","4","10.3758/BF03192742","Claire HewsonJohn P. Charlton","2005","http://link.springer.com/article/10.3758/BF03192742","Article"
"Verb subcategorization frequencies: American English corpus data, methodological studies, and cross-corpus comparisons","Behavior Research Methods, Instruments, & Computers","","36","3","10.3758/BF03195591","Susanne GahlDan JurafskyDouglas Roland","2004","http://link.springer.com/article/10.3758/BF03195591","Article"
"Japanese normative set of 359 pictures","Behavior Research Methods","","37","3","10.3758/BF03192709","Takehiko NishimotoKaori MiyawakiTakashi UedaYuko UneMasaru Takahashi","2005","http://link.springer.com/article/10.3758/BF03192709","Article"
"On assessing verbal stimulus hierarchies1","Behavior Research Methods & Instrumentation","","1","2","10.3758/BF03209877","Cecil A. Rogers","1968","http://link.springer.com/article/10.3758/BF03209877","Article"
"Age of acquisition ratings for 3,000 monosyllabic words","Behavior Research Methods","","40","3","10.3758/BRM.40.3.791","Michael J. CorteseMaya M. Khanna","2008","http://link.springer.com/article/10.3758/BRM.40.3.791","Article"
"N-Watch: A program for deriving neighborhood size and other psycholinguistic statistics","Behavior Research Methods","","37","1","10.3758/BF03206399","Colin J. Davis","2005","http://link.springer.com/article/10.3758/BF03206399","Article"
"Confounds in pictorial sets: The role of complexity and familiarity in basic-level picture processing","Behavior Research Methods","","40","1","10.3758/BRM.40.1.116","Alex ForsytheGerry MulhernMartin Sawey","2008","http://link.springer.com/article/10.3758/BRM.40.1.116","Article"
"Picture perfect: A stimulus set of 225 pairs of matched clipart and photographic images normed by Mechanical Turk and laboratory participants","Behavior Research Methods","","50","6","10.3758/s13428-018-1028-5","Raheleh SaryazdiJulie BannonAgatha RodriguesChris KlammerCraig G. Chambers","2018","http://link.springer.com/article/10.3758/s13428-018-1028-5","Article"
"Moral foundations vignettes: a standardized stimulus database of scenarios based on moral foundations theory","Behavior Research Methods","","47","4","10.3758/s13428-014-0551-2","Scott CliffordVijeth IyengarRoberto CabezaWalter Sinnott-Armstrong","2015","http://link.springer.com/article/10.3758/s13428-014-0551-2","Article"
"Estimating affective word covariates using word association data","Behavior Research Methods","","48","4","10.3758/s13428-015-0680-2","Bram Van RensbergenSimon De DeyneGert Storms","2016","http://link.springer.com/article/10.3758/s13428-015-0680-2","Article"
"Sensory experience ratings (SERs) for 1,659 French words: Relationships with other psycholinguistic variables and visual word recognition","Behavior Research Methods","","47","3","10.3758/s13428-014-0503-x","Patrick BoninAlain MéotLudovic FerrandAurélia Bugaïska","2015","http://link.springer.com/article/10.3758/s13428-014-0503-x","Article"
"Ratings of age of acquisition of 299 words across 25 languages: Is there a cross-linguistic order of words?","Behavior Research Methods","","48","3","10.3758/s13428-015-0636-6","Magdalena ŁuniewskaEwa HamanSharon Armon-LotemBartłomiej EtenkowskiFrenette SouthwoodDarinka AnđelkovićElma BlomTessel BoermaShula ChiatPascale Engel de AbreuNatalia GagarinaAnna GavarróGisela HåkanssonTina HickeyKristine Jensen de LópezTheodoros Marinis","2016","http://link.springer.com/article/10.3758/s13428-015-0636-6","Article"
"A brief assessment tool for investigating facets of moral judgment from realistic vignettes","Behavior Research Methods","","50","3","10.3758/s13428-017-0917-3","Michael KruepkeErin K. MolloyKonrad BresinAron K. BarbeyEdelyn Verona","2018","http://link.springer.com/article/10.3758/s13428-017-0917-3","Article"
"Age of acquisition estimates for 1,208 ambiguous and polysemous words","Behavior Research Methods","","43","1","10.3758/s13428-010-0027-y","Maya M. KhannaMichael J. Cortese","2011","http://link.springer.com/article/10.3758/s13428-010-0027-y","Article"
"Transformations from adjectives to Scales for the Adjective Check List (ACL): ACLTRANS FORTRAN IV program","Behavior Research Methods, Instruments, & Computers","","16","1","10.3758/BF03201039","Southworth Wells SwedeHarrison G. Gough","1984","http://link.springer.com/article/10.3758/BF03201039","Article"
"Imagery values for taxonomic-category names","Behavior Research Methods & Instrumentation","","10","5","10.3758/BF03205394","Karl Hunt","1978","http://link.springer.com/article/10.3758/BF03205394","Article"
"Comment on “Quantifying the informational value of classification images”: A miscomputation of the infoVal metric","Behavior Research Methods","","","","10.3758/s13428-019-01295-1","Mathias SchmitzMarine RougierVincent Yzerbyt","2019","http://link.springer.com/article/10.3758/s13428-019-01295-1","Article"
"The Geneva affective picture database (GAPED): a new 730-picture database focusing on valence and normative significance","Behavior Research Methods","","43","2","10.3758/s13428-011-0064-1","Elise S. Dan-GlauserKlaus R. Scherer","2011","http://link.springer.com/article/10.3758/s13428-011-0064-1","Article"
"Typicality ratings for 893 exemplars of 93 categories","Behavior Research Methods, Instruments, & Computers","","16","4","10.3758/BF03202461","Thomas M. Gruenenfelder","1984","http://link.springer.com/article/10.3758/BF03202461","Article"
"Grounding co-occurrence: Identifying features in a lexical co-occurrence model of semantic memory","Behavior Research Methods","","41","4","10.3758/BRM.41.4.1210","Kevin DurdaLori BuchananRichard Caron","2009","http://link.springer.com/article/10.3758/BRM.41.4.1210","Article"
"From simple associations to the building blocks of language: Modeling meaning in memory with the HAL model","Behavior Research Methods, Instruments, & Computers","","30","2","10.3758/BF03200643","Curt Burgess","1998","http://link.springer.com/article/10.3758/BF03200643","Article"
"The memory conjunction error paradigm: Normative data for conjunction triplets","Behavior Research Methods","","39","4","10.3758/BF03192987","Juliana K. LedingJames Michael LampinenNorman W. EdwardsTimothy N. Odegard","2007","http://link.springer.com/article/10.3758/BF03192987","Article"
"Imageability ratings for 3,000 monosyllabic words","Behavior Research Methods, Instruments, & Computers","","36","3","10.3758/BF03195585","Michael J. CorteseApril Fugett","2004","http://link.springer.com/article/10.3758/BF03195585","Article"
"Normative data for Chinese-English paired associates","Behavior Research Methods","","","","10.3758/s13428-019-01240-2","Kit W. ChoChi-Shing TseYuen-Lai Chan","2019","http://link.springer.com/article/10.3758/s13428-019-01240-2","Article"
"A database for semantic, grammatical, and frequency properties of the first words acquired by Italian children","Behavior Research Methods, Instruments, & Computers","","36","3","10.3758/BF03195599","Pasquale RinaldiLaura BarcaCristina Burani","2004","http://link.springer.com/article/10.3758/BF03195599","Article"
"Normative data on the familiarity and difficulty of 196 Spanish word fragments","Behavior Research Methods, Instruments, & Computers","","36","3","10.3758/BF03195602","Carmen DasíMaría José SolerJuan Carlos Ruiz","2004","http://link.springer.com/article/10.3758/BF03195602","Article"
"Subjective frequency and imageability ratings for 3,600 French nouns","Behavior Research Methods","","41","2","10.3758/BRM.41.2.546","Alain DesrochersGlenn L. Thompson","2009","http://link.springer.com/article/10.3758/BRM.41.2.546","Article"
"Frequency of meaning use for ambiguous and unambiguous words","Behavior Research Methods, Instruments, & Computers","","31","3","10.3758/BF03200731","Zenzi M. Griffin","1999","http://link.springer.com/article/10.3758/BF03200731","Article"
"Imagery, concreteness, goodness, and familiarity ratings for 500 proverbs sampled from theOxford Dictionary of English Proverbs","Behavior Research Methods, Instruments, & Computers","","25","1","10.3758/BF03204446","John BenjafieldKris FrommholdTom KeenanRon MuckenheimDierk Mueller","1993","http://link.springer.com/article/10.3758/BF03204446","Article"
"MRC psycholinguistic database: Machine-usable dictionary, version 2.00","Behavior Research Methods, Instruments, & Computers","","20","1","10.3758/BF03202594","Michael Wilson","1988","http://link.springer.com/article/10.3758/BF03202594","Article"
"Statistical and methodological problems with concreteness and other semantic variables: A list memory experiment case study","Behavior Research Methods","","50","3","10.3758/s13428-017-0938-y","Lewis Pollock","2018","http://link.springer.com/article/10.3758/s13428-017-0938-y","Article"
"eDom: Norming software and relative meaning frequencies for 544 English homonyms","Behavior Research Methods","","44","4","10.3758/s13428-012-0199-8","Blair C. ArmstrongNatasha TokowiczDavid C. Plaut","2012","http://link.springer.com/article/10.3758/s13428-012-0199-8","Article"
"Normative ratings for perceptual and motor attributes of 750 object concepts in Spanish","Behavior Research Methods","","50","4","10.3758/s13428-017-0970-y","Antonio M. Díez-ÁlamoEmiliano DíezMaría Ángeles AlonsoC. Alejandra VargasAngel Fernandez","2018","http://link.springer.com/article/10.3758/s13428-017-0970-y","Article"
"Free association, free recall, and stimulated recall compared","Behavior Research Methods & Instrumentation","","1","1","10.3758/BF03209861","Edward A. BilodeauPaul W. Fox","1968","http://link.springer.com/article/10.3758/BF03209861","Article"
"An inexpensive minicomputer system","Behavior Research Methods & Instrumentation","","7","3","10.3758/BF03201472","","1975","http://link.springer.com/article/10.3758/BF03201472","Article"
"Entropy, semantic relatedness and proximity","Behavior Research Methods","","43","3","10.3758/s13428-011-0087-7","Lance W. HahnRobert M. Sivley","2011","http://link.springer.com/article/10.3758/s13428-011-0087-7","Article"
"Naming times for the Snodgrass and Vanderwart pictures in Spanish","Behavior Research Methods, Instruments, & Computers","","31","4","10.3758/BF03200741","Fernando CuetosAndrew W. EllisBernardo Alvarez","1999","http://link.springer.com/article/10.3758/BF03200741","Article"
"Predictors of timed picture naming in Chinese","Behavior Research Methods","","39","2","10.3758/BF03193165","Brendan Stuart WeekesHua ShuMeiling HaoYouyi LiuLi Hai Tan","2007","http://link.springer.com/article/10.3758/BF03193165","Article"
"Stimulus generation, ratings, phoneme counts, and group classifications for 696 famous people by British adults over 40 years of age","Behavior Research Methods","","38","4","10.3758/BF03193890","James H. Smith-SparkViv MooreTim ValentineSusan M. Sherman","2006","http://link.springer.com/article/10.3758/BF03193890","Article"
"What’s in a name? The role of graphics, functions, and their interrelationships in icon identification","Behavior Research Methods","","41","2","10.3758/BRM.41.2.325","Siné McDougallSarah Isherwood","2009","http://link.springer.com/article/10.3758/BRM.41.2.325","Article"
"Ninety-three pictures and 108 questions for the elicitation of homophones","Behavior Research Methods, Instruments, & Computers","","29","4","10.3758/BF03210616","Victor S. FerreiraJ. Cooper Cutting","1997","http://link.springer.com/article/10.3758/BF03210616","Article"
"Story stimuli for creating false beliefs about the world","Behavior Research Methods, Instruments, & Computers","","36","4","10.3758/BF03206546","Elizabeth J. Marsh","2004","http://link.springer.com/article/10.3758/BF03206546","Article"
"MANULEX: A grade-level lexical database from French elementary school readers","Behavior Research Methods, Instruments, & Computers","","36","1","10.3758/BF03195560","Bernard LétéLiliane Sprenger-CharollesPascale Colé","2004","http://link.springer.com/article/10.3758/BF03195560","Article"
"Regional variation of cloze probabilities for sentence contexts","Behavior Research Methods, Instruments, & Computers","","33","1","10.3758/BF03195350","Silvia M. ArcuriSophia Rabe-HeskethRobin G. MorrisPhilip K. McGuire","2001","http://link.springer.com/article/10.3758/BF03195350","Article"
"Meaning-dependent ratings of imagery, age of acquisition, familiarity, and concreteness for 387 ambiguous words","Behavior Research Methods & Instrumentation","","12","4","10.3758/BF03201694","K. J. GilhoolyR. H. Logie","1980","http://link.springer.com/article/10.3758/BF03201694","Article"
"Manulex-infra: Distributional characteristics of grapheme—phoneme mappings, and infralexical and lexical units in child-directed written material","Behavior Research Methods","","39","3","10.3758/BF03193029","Ronald PeeremanBernard LétéLiliane Sprenger-Charolles","2007","http://link.springer.com/article/10.3758/BF03193029","Article"
"Objective versus estimated age of word acquisition: A study of 202 Italian children","Behavior Research Methods","","37","4","10.3758/BF03192735","Riccardo BarbarottoMarcella LaiaconaErminio Capitani","2005","http://link.springer.com/article/10.3758/BF03192735","Article"
"Words high and low in pleasantness as rated by male and female college students","Behavior Research Methods, Instruments, & Computers","","18","3","10.3758/BF03204403","Francis S. BellezzaAnthony G. GreenwaldMahzarin R. Banaji","1986","http://link.springer.com/article/10.3758/BF03204403","Article"
"A lexical database for spanish-speaking children","Behavior Research Methods, Instruments, & Computers","","32","4","10.3758/BF03200833","Armando PiñeiroMayra Manzano","2000","http://link.springer.com/article/10.3758/BF03200833","Article"
"Espbase: A microsoft access tool for selecting symbol and icon sets for usability","Behavior Research Methods, Instruments, & Computers","","31","3","10.3758/BF03200729","Oscar de BruijnSiné McDougallMartin B. Curry","1999","http://link.springer.com/article/10.3758/BF03200729","Article"
"The English Lexicon Project","Behavior Research Methods","","39","3","10.3758/BF03193014","David A. BalotaMelvin J. YapKeith A. HutchisonMichael J. CorteseBrett KesslerBjorn LoftisJames H. NeelyDouglas L. NelsonGreg B. SimpsonRebecca Treiman","2007","http://link.springer.com/article/10.3758/BF03193014","Article"
"Familiarity and relatedness of word meanings: Ratings for 110 homographs","Behavior Research Methods, Instruments, & Computers","","28","1","10.3758/BF03203645","Tamiko Azuma","1996","http://link.springer.com/article/10.3758/BF03203645","Article"
"Manipulability agreement as a predictor of action initiation latency","Behavior Research Methods","","47","2","10.3758/s13428-014-0495-6","Katherine GuérardMathieu B. Brodeur","2015","http://link.springer.com/article/10.3758/s13428-014-0495-6","Article"
"“Going to town”: Large-scale norming and statistical analysis of 870 American English idioms","Behavior Research Methods","","49","2","10.3758/s13428-016-0747-8","Nyssa Z. BulkesDarren Tanner","2017","http://link.springer.com/article/10.3758/s13428-016-0747-8","Article"
"Perceptual and motor attribute ratings for 559 object concepts","Behavior Research Methods","","44","4","10.3758/s13428-012-0215-z","Ben D. AmselThomas P. UrbachMarta Kutas","2012","http://link.springer.com/article/10.3758/s13428-012-0215-z","Article"
"The nature of orthographic–phonological and orthographic–semantic relationships for Japanese kana and kanji words","Behavior Research Methods","","43","4","10.3758/s13428-011-0101-0","Yasushi HinoShinobu MiyamuraStephen J. Lupker","2011","http://link.springer.com/article/10.3758/s13428-011-0101-0","Article"
"Affective meanings of 1,469 Bengali concepts","Behavior Research Methods","","49","1","10.3758/s13428-016-0704-6","Shibashis MukherjeeDavid R. Heise","2017","http://link.springer.com/article/10.3758/s13428-016-0704-6","Article"
"Adaptation of the International Affective Picture System (IAPS) for European Portuguese","Behavior Research Methods","","47","4","10.3758/s13428-014-0535-2","Ana Paula SoaresAna P. PinheiroAna CostaCarla Sofia FradeMontserrat ComesañaRita Pureza","2015","http://link.springer.com/article/10.3758/s13428-014-0535-2","Article"
"Assessment battery for communication (ABaCo): normative data","Behavior Research Methods","","44","3","10.3758/s13428-011-0174-9","Romina AngeleriFrancesca M. BoscoIlaria GabbatoreBruno G. BaraKatiuscia Sacco","2012","http://link.springer.com/article/10.3758/s13428-011-0174-9","Article"
"Minho Affective Sentences (MAS): Probing the roles of sex, mood, and empathy in affective ratings of verbal stimuli","Behavior Research Methods","","49","2","10.3758/s13428-016-0726-0","Ana P. PinheiroMarcelo DiasJoão PedrosaAna P. Soares","2017","http://link.springer.com/article/10.3758/s13428-016-0726-0","Article"
"Measuring local context as context–word probabilities","Behavior Research Methods","","44","2","10.3758/s13428-011-0148-y","Lance W. Hahn","2012","http://link.springer.com/article/10.3758/s13428-011-0148-y","Article"
"Word associations: Network and semantic properties","Behavior Research Methods","","40","1","10.3758/BRM.40.1.213","Simon De DeyneGert Storms","2008","http://link.springer.com/article/10.3758/BRM.40.1.213","Article"
"The effect of corpus size in predicting reaction time in a basic word recognition task: Moving on from Kučera and Francis","Behavior Research Methods, Instruments, & Computers","","30","2","10.3758/BF03200655","Curt BurgessKay Livesay","1998","http://link.springer.com/article/10.3758/BF03200655","Article"
"Normative data for Italian Deese/Roediger–McDermott lists","Behavior Research Methods","","48","1","10.3758/s13428-015-0582-3","Vittorio Maria IaculloFrancesco Saverio Marucci","2016","http://link.springer.com/article/10.3758/s13428-015-0582-3","Article"
"Editorial","Behavior Research Methods","","37","1","10.3758/BF03206392","John H. Krantz","2005","http://link.springer.com/article/10.3758/BF03206392","Article"
"Computer selection of verbal research materials","Behavior Research Methods, Instruments, & Computers","","16","1","10.3758/BF03201051","Robert H. Logie","1984","http://link.springer.com/article/10.3758/BF03201051","Article"
"Primary associates to 20 verbs connoting violence","Behavior Research Methods & Instrumentation","","7","4","10.3758/BF03201552","Russell G. GeenDavid Stonner","1975","http://link.springer.com/article/10.3758/BF03201552","Article"
"The Developmental Lexicon Project: A behavioral database to investigate visual word recognition across the lifespan","Behavior Research Methods","","49","6","10.3758/s13428-016-0851-9","Pauline SchröterSascha Schroeder","2017","http://link.springer.com/article/10.3758/s13428-016-0851-9","Article"
"Perceived emotion genuineness: normative ratings for popular facial expression stimuli and the development of perceived-as-genuine and perceived-as-fake sets","Behavior Research Methods","","49","4","10.3758/s13428-016-0813-2","Amy DawelLuke WrightJessica IronsRachael DumbletonRomina PalermoRichard O’KearneyElinor McKone","2017","http://link.springer.com/article/10.3758/s13428-016-0813-2","Article"
